Comment,Sentiment,clean_text,Predicted_Sentiment,Predicted_Category,Confidence_Score
finding out what bubble gum is made out of really blew my mind ,neutral,finding out what bubble gum is made out of really blew my mind,negative,Inappropriate Content,0.3314513862133026
the way tyler abouslutely died trying to do the cheekshaker literally had me wheezing,negative,the way tyler abouslutely died trying to do the cheekshaker literally had me wheezing,negative,Aggressive Behavior,0.6886961460113525
this is insanity never done before in the history of this platform hats off to you jimmy ,negative,this is insanity never done before in the history of this platform hats off to you jimmy,negative,Aggressive Behavior,0.45948460698127747
this is insanity never done before in the history of this platform hats off to you jimmy ,negative,this is insanity never done before in the history of this platform hats off to you jimmy,negative,Aggressive Behavior,0.45948460698127747
mrbeast is another world in this world,neutral,mrbeast is another world in this world,negative,Other Negative,0.5175720453262329
i don’t think they could fit enough snacks in my coffin for me to survive 50 hours,negative,i don t think they could fit enough snacks in my coffin for me to survive 50 hours,negative,Other Negative,0.5054636001586914
imagine just randomly digging in that area and finding mrbeast lying in there with bottles of piss,negative,imagine just randomly digging in that area and finding mrbeast lying in there with bottles of piss,negative,Other Negative,0.27106842398643494
so now mr beast is creating job opportunities by making people leave their jobs,negative,so now mr beast is creating job opportunities by making people leave their jobs,negative,Aggressive Behavior,0.7608093619346619
subscribe or i’ll drop kick you me 2019,negative,subscribe or i ll drop kick you me 2019,negative,Aggressive Behavior,0.4456315338611603
at this point i don’t think his credit card company cares anymore,negative,at this point i don t think his credit card company cares anymore,negative,Other Negative,0.4935985207557678
why is no one talking about how motivated chandler was to not have his search history shown bro clearly had something to hide,negative,why is no one talking about how motivated chandler was to not have his search history shown bro clearly had something to hide,negative,Other Negative,0.5317698121070862
subscribe or i kick you,negative,subscribe or i kick you,negative,Other Negative,0.351886510848999
imagine falling in the lego house thats way worse than just stepping on a lego,negative,imagine falling in the lego house thats way worse than just stepping on a lego,negative,Other Negative,0.8315861225128174
mario kart has taught me that nothing is more dangerous than a banana peel,negative,mario kart has taught me that nothing is more dangerous than a banana peel,negative,Other Negative,0.40099528431892395
this is the most dangerous fruit on the planet shows people casuallly eating it,negative,this is the most dangerous fruit on the planet shows people casuallly eating it,negative,Toxicity,0.5770091414451599
“never in my life did i think eating a fruit would be a gamble” never in my life did i know this fruit even existed,negative,never in my life did i think eating a fruit would be a gamble never in my life did i know this fruit even existed,negative,Misinformation,0.5816370248794556
subscribe or ill hurt your pinkie,negative,subscribe or ill hurt your pinkie,negative,Other Negative,0.5282765030860901
ty has to be the most audacious person to get in a car with a random person wearing a bunny suit,negative,ty has to be the most audacious person to get in a car with a random person wearing a bunny suit,negative,Inappropriate Content,0.3557828962802887
jimmy last one to leave this 5 star hotel wins 10000 chandler i have hotelaphobia,negative,jimmy last one to leave this 5 star hotel wins 10000 chandler i have hotelaphobia,negative,Toxicity,0.3616393804550171
honestly chandler being in darkness was genuinely crazy pure darkness can make someone go mad,negative,honestly chandler being in darkness was genuinely crazy pure darkness can make someone go mad,negative,Toxicity,0.34505391120910645
subscribe or i’ll kick you,negative,subscribe or i ll kick you,negative,Other Negative,0.30721306800842285
if i were jimmy i wouldnt be able to bring myself to give money to a cheater,negative,if i were jimmy i wouldnt be able to bring myself to give money to a cheater,negative,Other Negative,0.44318661093711853
dude literally punched himself in the nuts and squeezed a lemon into his eyes for 800 now that’s a man that i respect,negative,dude literally punched himself in the nuts and squeezed a lemon into his eyes for 800 now that s a man that i respect,negative,Aggressive Behavior,0.8753979206085205
the creator of monopoly would be speechless about this one,negative,the creator of monopoly would be speechless about this one,negative,Inappropriate Content,0.4378904402256012
from monopoly man to squid game hoster fucking legend,neutral,from monopoly man to squid game hoster fucking legend,negative,Aggressive Behavior,0.8148823380470276
from monopoly man to squid game hoster fucking legend,neutral,from monopoly man to squid game hoster fucking legend,negative,Aggressive Behavior,0.8148823380470276
subscribe or you’ll have bad luck,negative,subscribe or you ll have bad luck,negative,Other Negative,0.8666653037071228
as someone who has dreamed about building their own legitimate fireworks display this just makes me sad that i cant do what youre doing i put on a show for my friends every year but we just dont have the resources you all do love it regardless though,negative,as someone who has dreamed about building their own legitimate fireworks display this just makes me sad that i cant do what youre doing i put on a show for my friends every year but we just dont have the resources you all do love it regardless though,negative,Other Negative,0.4589434266090393
crazy what he had to go through for the cash you can’t say he never deserved it ,negative,crazy what he had to go through for the cash you can t say he never deserved it,negative,Toxicity,0.268569678068161
subscribe or i’ll kick your face,negative,subscribe or i ll kick your face,negative,Aggressive Behavior,0.39419859647750854
subscribe or i’ll drop kick you,negative,subscribe or i ll drop kick you,negative,Aggressive Behavior,0.3919338881969452
the food doesnt look that amazing its basically just a normal meal wrapped in gold i say as i shove another pizza roll in my mouth,negative,the food doesnt look that amazing its basically just a normal meal wrapped in gold i say as i shove another pizza roll in my mouth,negative,Other Negative,0.7634845972061157
its scary how much gold jimmy must have in his veins,negative,its scary how much gold jimmy must have in his veins,negative,Aggressive Behavior,0.5934658050537109
mr beast eats 70000 pizza me thinks pizza hut is expensive,negative,mr beast eats 70000 pizza me thinks pizza hut is expensive,negative,Aggressive Behavior,0.5448891520500183
man watching them eating cheap to expensive foods make me feel so hungry right now including that golden pizza ,neutral,man watching them eating cheap to expensive foods make me feel so hungry right now including that golden pizza,negative,Other Negative,0.37213534116744995
imagine how embarrassing it must be for the teachers,negative,imagine how embarrassing it must be for the teachers,negative,Other Negative,0.450874388217926
teacher i wrote the answers for the test on the board chandler fails somehow,negative,teacher i wrote the answers for the test on the board chandler fails somehow,negative,Other Negative,0.6812114715576172
legend says chandler still can’t pass 2nd grade,negative,legend says chandler still can t pass 2nd grade,negative,Other Negative,0.3319365382194519
the teachers are probably feeling humiliated teaching adults especially the one who taught chandler 2nd grade and he failed xd,negative,the teachers are probably feeling humiliated teaching adults especially the one who taught chandler 2nd grade and he failed xd,negative,Other Negative,0.48355698585510254
jimmy should have done this challenge before starving himself for 30 days lmao,negative,jimmy should have done this challenge before starving himself for 30 days lmao,negative,Aggressive Behavior,0.2928195893764496
it annoys me that people try to cancel this man he’s been doing stuff that even some governments don’t bother to do,negative,it annoys me that people try to cancel this man he s been doing stuff that even some governments don t bother to do,negative,Other Negative,0.41170138120651245
when you have a two three four tier justice system things like this happen and criminals run rampant,negative,when you have a two three four tier justice system things like this happen and criminals run rampant,negative,Other Negative,0.6735183000564575
he needed the documents because deutsche bank doesnt believe hes as rich as he says he is they flat out refused to take eric as collateral,negative,he needed the documents because deutsche bank doesnt believe hes as rich as he says he is they flat out refused to take eric as collateral,negative,Other Negative,0.2988811135292053
he’s had them for 18 months there’s no way of ever knowing who saw them or photographed them until they surface somewhere in the world it’s the most dangerous action he did coz of course he will have shownsoldused them for leverage,negative,he s had them for 18 months there s no way of ever knowing who saw them or photographed them until they surface somewhere in the world it s the most dangerous action he did coz of course he will have shownsoldused them for leverage,negative,Aggressive Behavior,0.5667909383773804
you know things are desperate when your furniture starts to resemble an oceangoing vessel im glad they were found by the cruise ship but did the cruise ship really have to make them handpaddle their way aboard,negative,you know things are desperate when your furniture starts to resemble an oceangoing vessel im glad they were found by the cruise ship but did the cruise ship really have to make them handpaddle their way aboard,negative,Other Negative,0.46222051978111267
i cant imagine the desperation,negative,i cant imagine the desperation,negative,Other Negative,0.6158267855644226
heck if they ended up in the usa they went from the frying pan into the fire things are not easier in the us there really is nowhere to run nowhere to hide from the harsh realities of trying to survive in this socalled modern world maybe an uncharted island in the middle of the pacific bring your own food and booze though,negative,heck if they ended up in the usa they went from the frying pan into the fire things are not easier in the us there really is nowhere to run nowhere to hide from the harsh realities of trying to survive in this socalled modern world maybe an uncharted island in the middle of the pacific bring your own food and booze though,negative,Other Negative,0.8264870047569275
they should include the wording in the legislation that the constituencies whose representatives vote against the bill won’t get any money under the act ,neutral,they should include the wording in the legislation that the constituencies whose representatives vote against the bill won t get any money under the act,negative,Other Negative,0.6080743670463562
its called hypocrisy,negative,its called hypocrisy,negative,Other Negative,0.628545343875885
the hypocrisy is out of control thanks jake for exposing these hypocritical people we need more of this,negative,the hypocrisy is out of control thanks jake for exposing these hypocritical people we need more of this,negative,Toxicity,0.7720240950584412
wouldnt it be fun if the fine print in these bills stated if you voted no your state will be excluded from receiving an allocation of the funds,negative,wouldnt it be fun if the fine print in these bills stated if you voted no your state will be excluded from receiving an allocation of the funds,negative,Other Negative,0.637313723564148
that last question dont your constituents deserve the truth that doesnt apply to todays rethuglican party if your a liar your a republican and a good one at that,negative,that last question dont your constituents deserve the truth that doesnt apply to todays rethuglican party if your a liar your a republican and a good one at that,negative,Aggressive Behavior,0.21540293097496033
of course they do what else do you expect from liars,negative,of course they do what else do you expect from liars,negative,Other Negative,0.6463825106620789
this is great for some people but you really need to regulate the actual universities who are charging absurd amounts and thatll get lobbied against hard by college corporations,negative,this is great for some people but you really need to regulate the actual universities who are charging absurd amounts and thatll get lobbied against hard by college corporations,negative,Aggressive Behavior,0.32467561960220337
remember it’s only federal loans and those parents with less than stellar credit scores could not get federal loans,negative,remember it s only federal loans and those parents with less than stellar credit scores could not get federal loans,negative,Other Negative,0.31687062978744507
just 40 or 45 years ago going to university in america was free then corporate america took advantage of the educational system the problem is the educational system in america if you are a middle class or poor families going to university in america is a lifetime debt,negative,just 40 or 45 years ago going to university in america was free then corporate america took advantage of the educational system the problem is the educational system in america if you are a middle class or poor families going to university in america is a lifetime debt,negative,Other Negative,0.6462506651878357
it’s the interest that compounds that becomes a problem puts graduate in a financial prison for years i paid my student loans and i support debt relief it was hard to pay of 10k because of interest,negative,it s the interest that compounds that becomes a problem puts graduate in a financial prison for years i paid my student loans and i support debt relief it was hard to pay of 10k because of interest,negative,Other Negative,0.48556065559387207
student loans should be dischargeable or modifiable in bankruptcy proceedings based on a proper showing of financial hardship it is absurd that the credit card debt on a spring break trip to cancun is unquestionably dischargeable by a bankruptcy court but tuition housing and fees for college are not,negative,student loans should be dischargeable or modifiable in bankruptcy proceedings based on a proper showing of financial hardship it is absurd that the credit card debt on a spring break trip to cancun is unquestionably dischargeable by a bankruptcy court but tuition housing and fees for college are not,negative,Misinformation,0.3844756782054901
im 67 a war veteran and i am watching my country being driven off a cliff in a clown car filled with conspiracy nut jobs terrific,negative,im 67 a war veteran and i am watching my country being driven off a cliff in a clown car filled with conspiracy nut jobs terrific,negative,Aggressive Behavior,0.2307785600423813
forget about the evidence said no innocent individual ever more importantly his denial of democracy and proper judicial process is unfathomable,negative,forget about the evidence said no innocent individual ever more importantly his denial of democracy and proper judicial process is unfathomable,negative,Toxicity,0.30078279972076416
the pillow guy screaming forget about the evidence thats all you need to know about him and his followers,negative,the pillow guy screaming forget about the evidence thats all you need to know about him and his followers,negative,Aggressive Behavior,0.8059208393096924
pretty difficult to change the opinions of people whose opinions dont require evidence especially not by presenting evidence to the contrary,negative,pretty difficult to change the opinions of people whose opinions dont require evidence especially not by presenting evidence to the contrary,negative,Other Negative,0.631569504737854
“no just forget about the evidence” the gqp have swallowed that bs hook line and sinker,negative,no just forget about the evidence the gqp have swallowed that bs hook line and sinker,negative,Misinformation,0.5593046545982361
i remember when sidney powell said there were so many votes for trump it broke the algorithm i felt my iq drop when she said that i suspect several people developed actual brain cancer as a result,negative,i remember when sidney powell said there were so many votes for trump it broke the algorithm i felt my iq drop when she said that i suspect several people developed actual brain cancer as a result,negative,Harassment/Hate Speech,0.26648932695388794
these fears and conspiracies really thrive in darkness spot on i find a lot of people that fall for this stuff simply dont bother to seek answers for the questions that they have they keep themselves in the dark on purpose,negative,these fears and conspiracies really thrive in darkness spot on i find a lot of people that fall for this stuff simply dont bother to seek answers for the questions that they have they keep themselves in the dark on purpose,negative,Misinformation,0.3409152925014496
if you want to be a democracyyou better start damn acting like it thank you mr krebs,neutral,if you want to be a democracyyou better start damn acting like it thank you mr krebs,negative,Aggressive Behavior,0.2960130274295807
as someone with the correct clearance i can vouch just like so many of you that this guy didnt keep them in a place that meets requirements for storage of such materials also lying about all this is quick dismissal from your clearance ive seen people fail to get adjudicated for omission of one piece of information they thought wasnt important one lost it for keeping in touch with their mother who is from china their contact with their mother caused them to lose their tssci think about that and this guy and his followers think he did nothing wrong the level of failures here by the former president shows he is illequipped to handle said documents now its just one excuse after another day to day with the people who live in the real world of clearance all know that if we did 1 of what he did we be effed time to put your values you claim into action republicans dont claim it only when its convenient,negative,as someone with the correct clearance i can vouch just like so many of you that this guy didnt keep them in a place that meets requirements for storage of such materials also lying about all this is quick dismissal from your clearance ive seen people fail to get adjudicated for omission of one piece of information they thought wasnt important one lost it for keeping in touch with their mother who is from china their contact with their mother caused them to lose their tssci think about that and this guy and his followers think he did nothing wrong the level of failures here by the former president shows he is illequipped to handle said documents now its just one excuse after another day to day with the people who live in the real world of clearance all know that if we did 1 of what he did we be effed time to put your values you claim into action republicans dont claim it only when its convenient,negative,Misinformation,0.5564901232719421
if all documents leaving the oval office were automatically declassified then there should at least be a record of which documents were removed otherwise anyone could take anything out and it would be declassified with no notice but it´s just the same old game first excuse it falls apart so second excuse also falls flat so next excuse something is wrong if you have to change your explanation again and again cause they were proven wrong again and again,negative,if all documents leaving the oval office were automatically declassified then there should at least be a record of which documents were removed otherwise anyone could take anything out and it would be declassified with no notice but it s just the same old game first excuse it falls apart so second excuse also falls flat so next excuse something is wrong if you have to change your explanation again and again cause they were proven wrong again and again,negative,Other Negative,0.673974871635437
“roughly as safe as…” as a 27 year military officera jag attorney now a judge that ridiculous slimy phrase sets my teeth on edge it’s like saying a honda civic hatchback is the same as a mercedes s class sedan because they both have 4 wheels ,negative,roughly as safe as as a 27 year military officera jag attorney now a judge that ridiculous slimy phrase sets my teeth on edge it s like saying a honda civic hatchback is the same as a mercedes s class sedan because they both have 4 wheels,negative,Misinformation,0.320093035697937
opinion rudy is enabling after the fact and providing comfort to a traitor both men swore an oath so can be charged with treason and are clear and present dangers to this nation,negative,opinion rudy is enabling after the fact and providing comfort to a traitor both men swore an oath so can be charged with treason and are clear and present dangers to this nation,negative,Misinformation,0.41449013352394104
whats in the box anderson cooper just killed me,negative,whats in the box anderson cooper just killed me,negative,Aggressive Behavior,0.7336784601211548
where do they find these people ive sadly thought that everyday for 6 years,negative,where do they find these people ive sadly thought that everyday for 6 years,negative,Other Negative,0.5913666486740112
this might be the time to track down all these threats and show some real consequences to the people that issue them or incite others to issue them this has to stop,negative,this might be the time to track down all these threats and show some real consequences to the people that issue them or incite others to issue them this has to stop,negative,Harassment/Hate Speech,0.41851499676704407
the people that are making the threats need to be locked up,negative,the people that are making the threats need to be locked up,negative,Aggressive Behavior,0.4446893632411957
every single person that is found making threats or inciting this nonsense needs to be held accountable these brainwashed clowns are really willing to throw their lives away for a man that could care less about them on any level,negative,every single person that is found making threats or inciting this nonsense needs to be held accountable these brainwashed clowns are really willing to throw their lives away for a man that could care less about them on any level,negative,Aggressive Behavior,0.36686941981315613
if i called for the posting of the home address of the judge who signed a warrant for me id be in cuffs for interfering with an official investigation and obstruction of justice before the media ever found it,negative,if i called for the posting of the home address of the judge who signed a warrant for me id be in cuffs for interfering with an official investigation and obstruction of justice before the media ever found it,negative,Aggressive Behavior,0.41034847497940063
just stunning that the party once proud of standing with the military and for law and order just voted against helping veterans and now shows disrespect and distain for the law and those who serve shame on them,negative,just stunning that the party once proud of standing with the military and for law and order just voted against helping veterans and now shows disrespect and distain for the law and those who serve shame on them,negative,Toxicity,0.5556405186653137
these are dark days when an individual can cause this much damage to a country,negative,these are dark days when an individual can cause this much damage to a country,negative,Other Negative,0.5184749364852905
i’ll never forget the devastating story of the judge who’s information was posted online and consequently her teenaged son was murdered when he answered the door at their home this is not acceptable,negative,i ll never forget the devastating story of the judge who s information was posted online and consequently her teenaged son was murdered when he answered the door at their home this is not acceptable,negative,Inappropriate Content,0.6718131899833679
whatever happened to the communicating a threat charge and now that its against the fbi you have to charge these people regardless if you feel if its meaningless or not when have the fbi been afraid to arrest people making death threats what has happened to our government,negative,whatever happened to the communicating a threat charge and now that its against the fbi you have to charge these people regardless if you feel if its meaningless or not when have the fbi been afraid to arrest people making death threats what has happened to our government,negative,Other Negative,0.5440513491630554
218 all the violent talk is dangerous because even the flippant stuff goads along the people who do finally take violent action it must all be considered serious real threats,negative,218 all the violent talk is dangerous because even the flippant stuff goads along the people who do finally take violent action it must all be considered serious real threats,negative,Aggressive Behavior,0.45521560311317444
in canada threats of any kind especially death threats are a chargeable offense,negative,in canada threats of any kind especially death threats are a chargeable offense,negative,Harassment/Hate Speech,0.3211751878261566
the interviewer looks naive to me when he can’t argues with waters he just avoids it by laughing,negative,the interviewer looks naive to me when he can t argues with waters he just avoids it by laughing,negative,Misinformation,0.29161614179611206
he was reckless with documents people used to have to tape them back together from the trash can but i never known him to destroy documents what in the actual fuck this guy is a lawyer lmao,negative,he was reckless with documents people used to have to tape them back together from the trash can but i never known him to destroy documents what in the actual fuck this guy is a lawyer lmao,negative,Aggressive Behavior,0.745476484298706
you just said he would throw documents away and at the end of the night people would have to go through the trashcans and dig documents out and tape them back together and then you said you dont believe he would destroy and documents so which is it,negative,you just said he would throw documents away and at the end of the night people would have to go through the trashcans and dig documents out and tape them back together and then you said you dont believe he would destroy and documents so which is it,negative,Other Negative,0.4928365647792816
“any nation that expects to be ignorant and free expects what never was and never will be “ thomas jefferson,negative,any nation that expects to be ignorant and free expects what never was and never will be thomas jefferson,negative,Misinformation,0.385360985994339
in my opinion there is a lot of people in trouble ,negative,in my opinion there is a lot of people in trouble,negative,Other Negative,0.650667130947113
the white house wouldn’t have high level documents sitting around to put in boxes for interns to pack anyone who has worked with classified documents knows that,negative,the white house wouldn t have high level documents sitting around to put in boxes for interns to pack anyone who has worked with classified documents knows that,negative,Misinformation,0.49912938475608826
isn’t he the “legal” parallel to donnie’s “doctor” why do we give him weight why am i watching you ask someone to speculate am i incapable of doing so on my own,negative,isn t he the legal parallel to donnie s doctor why do we give him weight why am i watching you ask someone to speculate am i incapable of doing so on my own,negative,Other Negative,0.37453606724739075
with so many pot smokers now they should let the people in prison on weed related charges out,negative,with so many pot smokers now they should let the people in prison on weed related charges out,negative,Other Negative,0.3494429588317871
tobacco is almost all downsides and weed is almost all upsides hard to imagine anyone would prefer tobacco to cannabis,negative,tobacco is almost all downsides and weed is almost all upsides hard to imagine anyone would prefer tobacco to cannabis,negative,Other Negative,0.7702093720436096
am a boomer and have smoked weed for over 40 years some people my age arent always truthful about whether they smoke or not,negative,am a boomer and have smoked weed for over 40 years some people my age arent always truthful about whether they smoke or not,negative,Misinformation,0.7858885526657104
a people that elect corrupt politicians imposters thieves and traitors are not victims but accomplices george orwell,negative,a people that elect corrupt politicians imposters thieves and traitors are not victims but accomplices george orwell,negative,Misinformation,0.28794795274734497
the question of whether to indict prosecute a former president is irrelevant and immaterial if hes guilty hes guilty,negative,the question of whether to indict prosecute a former president is irrelevant and immaterial if hes guilty hes guilty,negative,Misinformation,0.37165719270706177
647 lets fight crime by prosecuting whiny orange politicians who got taped asking the attorney general in the state of georgia to find them 11780 votes,negative,647 lets fight crime by prosecuting whiny orange politicians who got taped asking the attorney general in the state of georgia to find them 11780 votes,negative,Aggressive Behavior,0.39709141850471497
the question of who committed the crime is immaterial that is starting from a wrong premise and does not conform to justice principles in this investigation rather the question should be was a crime committed what crime had been committed and what does the law say about committing such a crime then justice should follow the law does not say unless such a person is a former president,negative,the question of who committed the crime is immaterial that is starting from a wrong premise and does not conform to justice principles in this investigation rather the question should be was a crime committed what crime had been committed and what does the law say about committing such a crime then justice should follow the law does not say unless such a person is a former president,negative,Misinformation,0.41191619634628296
france israel and south korea have charged and in two cases convictedone is still pending current or former heads of state in the last 5 years both of the convictions led to prison sentences it hasnt damaged those countries they arent banana republics all this handwringing is pointless if any citizen is to have any faith at all left in the us justice system these crimes need to be charged regardless of the culprit,negative,france israel and south korea have charged and in two cases convictedone is still pending current or former heads of state in the last 5 years both of the convictions led to prison sentences it hasnt damaged those countries they arent banana republics all this handwringing is pointless if any citizen is to have any faith at all left in the us justice system these crimes need to be charged regardless of the culprit,negative,Other Negative,0.4667852818965912
as for me an american citizen i dont feel this has anything to do with political party but everything to do with honesty honor integrityyou dont take what isnt yours i dont care if the president is a republican democrat independentyou dont take government documents home with you its called theft thats a crimeanybody defending him is sicker than he is shame on them,negative,as for me an american citizen i dont feel this has anything to do with political party but everything to do with honesty honor integrityyou dont take what isnt yours i dont care if the president is a republican democrat independentyou dont take government documents home with you its called theft thats a crimeanybody defending him is sicker than he is shame on them,negative,Toxicity,0.6479654312133789
we all want to stop talking about dump as soon as he is indicted tried convicted and imprisoned as is appropriate according to the law,negative,we all want to stop talking about dump as soon as he is indicted tried convicted and imprisoned as is appropriate according to the law,negative,Other Negative,0.3050481677055359
yes enough hearings ive heard enough start the prosecutions,neutral,yes enough hearings ive heard enough start the prosecutions,negative,Other Negative,0.5273562669754028
whenever the republican says “raid” the interviewer needs to respond with “executed a lawful search for evidence of a crime which was obtained legally” and if when they counter with hillary’s emails they need to be reminded that trump was in office for four years and failed to “lock her up” so it’s just an inflammatory phrase,negative,whenever the republican says raid the interviewer needs to respond with executed a lawful search for evidence of a crime which was obtained legally and if when they counter with hillary s emails they need to be reminded that trump was in office for four years and failed to lock her up so it s just an inflammatory phrase,negative,Other Negative,0.21302244067192078
sorry scott but garland wont be resigning there wouldnt have been a search warrant issued if there was a chance theyd come away with nothing,negative,sorry scott but garland wont be resigning there wouldnt have been a search warrant issued if there was a chance theyd come away with nothing,negative,Misinformation,0.3907408118247986
it would be an insult to american justice system for trump to get away with his accountability,negative,it would be an insult to american justice system for trump to get away with his accountability,negative,Toxicity,0.41309958696365356
the good thing about this is we will know exactly who to blame and hold accountable for the violence if it manifests gop and rump,negative,the good thing about this is we will know exactly who to blame and hold accountable for the violence if it manifests gop and rump,negative,Aggressive Behavior,0.6650228500366211
its unpredidented that a former president should be subjec to a search of his home yep and so was inciting an insurrection and failing to oversee a peaceful transfer of power hypocrits much,negative,its unpredidented that a former president should be subjec to a search of his home yep and so was inciting an insurrection and failing to oversee a peaceful transfer of power hypocrits much,negative,Inappropriate Content,0.46593761444091797
i love how “breach the confidence of the american public” just means something that the gop doesn’t agree with ,negative,i love how breach the confidence of the american public just means something that the gop doesn t agree with,negative,Other Negative,0.517015814781189
he actually had the gall to say this is unprecedented when everything about trump is unprecedented,negative,he actually had the gall to say this is unprecedented when everything about trump is unprecedented,negative,Misinformation,0.41576099395751953
but her emails coming to bite republicans in the butt,negative,but her emails coming to bite republicans in the butt,negative,Toxicity,0.42596155405044556
anyone being investigated by the fbi is not qualified to be the president of the united states donald trump august 2015,negative,anyone being investigated by the fbi is not qualified to be the president of the united states donald trump august 2015,negative,Inappropriate Content,0.4462069869041443
there will be more classified information in his head than in his desk you think so he reportedly could not pay attention for 5 seconds when he was briefed about anything i dont think anyone needs to worry about whats in his head regarding state secrets,negative,there will be more classified information in his head than in his desk you think so he reportedly could not pay attention for 5 seconds when he was briefed about anything i dont think anyone needs to worry about whats in his head regarding state secrets,negative,Other Negative,0.3016799986362457
this guy sweating bullets like hes a guilty school kid in the principals office she nailed his ass to the wall that is what an actual journalist does bravo,negative,this guy sweating bullets like hes a guilty school kid in the principals office she nailed his ass to the wall that is what an actual journalist does bravo,negative,Aggressive Behavior,0.8917205333709717
this representative should just say i dont care about the law if its someone that is in my party this is why america is in such a mess the representatives dont do their jobs,negative,this representative should just say i dont care about the law if its someone that is in my party this is why america is in such a mess the representatives dont do their jobs,negative,Other Negative,0.28437209129333496
so this guy whos been the head of the intelligence committee wants to see lots of things from the justice department and fbi now that some action is finally happening involving djts crimes although apparently he was fine with seeing nothing in the last five years of criminal behavior,negative,so this guy whos been the head of the intelligence committee wants to see lots of things from the justice department and fbi now that some action is finally happening involving djts crimes although apparently he was fine with seeing nothing in the last five years of criminal behavior,negative,Other Negative,0.32759031653404236
its getting easier to tell by the look on their faces that they dont believe what they are saying,negative,its getting easier to tell by the look on their faces that they dont believe what they are saying,negative,Misinformation,0.3396402597427368
it still amazes me that in a country where even the most charming of cussing is beeped away to not shock sensitive souls all of this public deceit dangerous rethoric and violence promotion is tolerated put on display and broadcasted enthusiastically,negative,it still amazes me that in a country where even the most charming of cussing is beeped away to not shock sensitive souls all of this public deceit dangerous rethoric and violence promotion is tolerated put on display and broadcasted enthusiastically,negative,Inappropriate Content,0.3613084852695465
when youre attacking fbi agents because youre under criminal investigation youre losing sarah huckabee sanders wrote in nov 2016,negative,when youre attacking fbi agents because youre under criminal investigation youre losing sarah huckabee sanders wrote in nov 2016,negative,Aggressive Behavior,0.5812867283821106
i do hope that some people in the us with some common sense know how dangerous the situation is they’re in,negative,i do hope that some people in the us with some common sense know how dangerous the situation is they re in,negative,Other Negative,0.39579349756240845
hold bannon accountable for disinformation,negative,hold bannon accountable for disinformation,negative,Misinformation,0.6697597503662109
desecrating mara largo isnt that what happened at the capitol on jan 6th,negative,desecrating mara largo isnt that what happened at the capitol on jan 6th,negative,Other Negative,0.3502383232116699
steve bannon calling people lawless priceless,negative,steve bannon calling people lawless priceless,negative,Aggressive Behavior,0.5764281749725342
i swear its a tragic comedy we are witnessing,negative,i swear its a tragic comedy we are witnessing,negative,Inappropriate Content,0.33182188868522644
i really appreciate your news channel but listen to this guy is too painful for me and i am very sorry to spend on a few seconds to make my comments thank you,negative,i really appreciate your news channel but listen to this guy is too painful for me and i am very sorry to spend on a few seconds to make my comments thank you,negative,Inappropriate Content,0.5397528409957886
in the 90s a company i was working in moved operations to china at the time i was thinking what dumbasses and not just because it cost me and my fellow employees our jobs i figured it was just a matter of time before china and the us would be at an impasse and all these companies were going to get yanked out of china were close and while it took longer than i figured but we should start diversifying where our supply chain is located,negative,in the 90s a company i was working in moved operations to china at the time i was thinking what dumbasses and not just because it cost me and my fellow employees our jobs i figured it was just a matter of time before china and the us would be at an impasse and all these companies were going to get yanked out of china were close and while it took longer than i figured but we should start diversifying where our supply chain is located,negative,Other Negative,0.5229536294937134
335 “the us should learn a lesson from it instead of making repeated mistakes” makes sensesir but repeated mistakes are kind of our thing  red white and doover…and over…and over again,negative,335 the us should learn a lesson from it instead of making repeated mistakes makes sensesir but repeated mistakes are kind of our thing red white and doover and over and over again,negative,Other Negative,0.6616799831390381
this bill does the exact opposite of what is called thanks to sleepy joes policies we have x2 gas and grocery prices your 96 inflation and drop in annual real wages my condolences to anyone like myself retiring this year 30years of nonstop work just to have a crooked system swallow all your earnings,negative,this bill does the exact opposite of what is called thanks to sleepy joes policies we have x2 gas and grocery prices your 96 inflation and drop in annual real wages my condolences to anyone like myself retiring this year 30years of nonstop work just to have a crooked system swallow all your earnings,negative,Misinformation,0.45231547951698303
so clever of joes puppetmaster to say that same guy who said dont underestimate joes ability to fk things up,negative,so clever of joes puppetmaster to say that same guy who said dont underestimate joes ability to fk things up,negative,Misinformation,0.2583458125591278
what a joke…let’s just keep raising taxes and signing these ridiculous bills…,negative,what a joke let s just keep raising taxes and signing these ridiculous bills,negative,Toxicity,0.30438047647476196
well done joe all the former guy did was play golf watch tv hold rallies post incoherent tweets give the top 1 tax cuts and lie lie lie lie lie,negative,well done joe all the former guy did was play golf watch tv hold rallies post incoherent tweets give the top 1 tax cuts and lie lie lie lie lie,negative,Misinformation,0.49943816661834717
“no more wire hangers” this is what a complete and total cult transformation looks like look at the difference just in her demeanor and her physical appearance when she was supporting cheney and how psychotic and dead behind the eyes she looks currently she’s got that marshall applewhite from heavens gate look down pat,negative,no more wire hangers this is what a complete and total cult transformation looks like look at the difference just in her demeanor and her physical appearance when she was supporting cheney and how psychotic and dead behind the eyes she looks currently she s got that marshall applewhite from heavens gate look down pat,negative,Toxicity,0.47504928708076477
